股票代码,市盈率-动态,归母净利润增长率
300967,-209.23,1.625
000513,14.81,1.6225
688067,38.72,1.6199999999999999
300940,-1654.59,1.6170000000000002
603083,57.49,1.614
002664,62.82,1.6115000000000002
301393,35.05,1.6085
688602,-158.55,1.6055
300496,151.75,1.6024999999999998
002865,-24.38,1.6
300947,98.32,1.598
600750,18.06,1.596
300450,41.08,1.594
300697,40.49,1.591
600568,-21.02,1.5885000000000002
600056,27.72,1.586
603926,22.15,1.5835
301001,509.81,1.5815000000000001
688600,-56.8,1.5795
600436,42.53,1.5770000000000002
300673,21.27,1.5745
000725,39.07,1.572
300014,21.45,1.5695000000000001
300584,65.43,1.5670000000000002
688488,-41.12,1.564
601828,-5.73,1.5610000000000002
605136,-85.9,1.5585
688189,-19.02,1.556
300529,20.1,1.5535
600032,20.54,1.5505
301031,48.89,1.5474999999999999
000409,62.96,1.5445
300602,86.75,1.5415
301085,91.52,1.5395
300849,1809.76,1.5375
000403,21.7,1.535
